id,title,grade,gradeVer,gender,ageRange/0,ageRange/1,text,servFreq,riskName,general,tool/0,tool/1,tool/2,riskText,rationale,tool/3,tool/4
185,Syphilis: Screening - Pregnant Women ,A,1,female,11,49,"The USPSTF recommends that clinicians screen all pregnant women for syphilis infection. 
","All pregnant women should be tested at their first prenatal visit. For women in high-risk groups, many organizations recommend repeat serologic testing in the third trimester and at delivery. Most states mandate that all pregnant women be screened at some point during pregnancy, and many mandate screening at the time of delivery.",Pregnant,101,131,None,0,None,None,None,None
311,"Syphilis: Screening --Asymptomatic, nonpregnant adults and adolescents who are at increased risk for syphilis infection",A,1,men and women,11,100,The USPSTF recommends screening for syphilis infection in persons who are at increased risk for infection.,The optimal screening frequency for persons who are at increased risk for syphilis infection is not well established. Men who have sex with men or persons living with HIV may benefit from more frequent screening. Initial studies suggest that detection of syphilis infection in MSM or persons living with HIV improves when screening is performed every 3 months compared with annually.7,Sexually Active,169,281,280,0,"Based on 2014 surveillance data,1&nbsp;men who have sex with men (MSM) and men and women living with HIV have the highest risk for syphilis infection. &nbsp;When deciding which other persons to screen for syphilis, clinicians should be aware of the prevalence of infection in the communities they serve, as well as other sociodemographic factors that may be associated with increased risk of syphilis infection. Factors associated with increased prevalence that clinicians should consider include history of incarceration, history of commercial sex work, certain racial/ethnic groups, and being a male younger than 29 years, as well as regional variations that are well described. Refer to clinical considerations of the recommendation statement.",None,None,None
283,Tobacco Smoking Cessation: Behavioral and Pharmacotherapy Interventions -- Adults who are not pregnant,A,1,men and women,18,100,"The USPSTF recommends that clinicians ask all adults about tobacco use, advise them to stop using tobacco, and provide behavioral interventions and U.S. Food and Drug Administration (FDA)&ndash;approved pharmacotherapy for cessation to adults who use tobacco.",See Clinical Considerations.,Tobacco user,153,248,247,0,"According to the 2012&ndash;2013 National Adult Tobacco Survey, smoking prevalence is higher in the following groups: men; adults aged 25 to 44 years; persons with a race or ethnicity category of &ldquo;other, non-Hispanic&rdquo;; persons with a GED (vs. graduate-level education); persons with an annual household income of less than $20,000; and persons who are lesbian, gay, bisexual, or transgender.&nbsp;Higher rates of smoking have been found in persons with mental health conditions.",None,249,None
284,Tobacco Smoking Cessation:Behavioral Interventions -- Pregnant Women,A,1,female,11,64,"The USPSTF recommends that clinicians ask all pregnant women about tobacco use, advise them to stop using tobacco, and provide behavioral interventions for cessation to pregnant women who use tobacco.",See Clinical Considerations.,Tobacco user,153,248,247,246,"According to the 2012&ndash;2013 National Adult Tobacco Survey, smoking prevalence is higher in the following groups: men; adults aged 25 to 44 years; persons with a race or ethnicity category of &ldquo;other, non-Hispanic&rdquo;; persons with a GED (vs. graduate-level education); persons with an annual household income of less than $20,000; and persons who are lesbian, gay, bisexual, or transgender.&nbsp;Higher rates of smoking have been found in persons with mental health conditions.",None,249,None
269,Abdominal Aortic Aneurysm: Screening -- Men Ages 65 to 75 Years Who Have Ever Smoked.,B,1,male,65,75,The U.S. Preventive Services Task Force (USPSTF) recommends one-time screening for abdominal aortic aneurysm (AAA) with ultrasonography in men ages 65 to 75 years who have ever smoked.,"Evidence is adequate to support one-time screening in men who have ever smoked. All of the population-based RCTs of AAA screening used a one-time screening approach, and several fair- to good-quality prospective cohort studies show that AAA-associated mortality over 5 to 12 years is low (0.0% to 2.4%) in men with initially normal results on ultrasonography.",Tobacco user,145,231,232,0,"Consuming 100 or more cigarettes is commonly used in epidemiologic literature to define an &ldquo;ever-smoker.&rdquo; However, the randomized trials of screening for AAA did not gather specific data about participants' smoking histories. Occasional tobacco use for a short time in the past (for example, occasional &ldquo;social&rdquo; smoking as an adolescent or young adult) is unlikely to have a pronounced biological effect, and the odds ratio (OR) of developing a large (&ge;5.0 cm) AAA is actually less than 1.0 for prior smokers who have quit for at least 10 years. However, observational studies have found that even a relatively modest smoking history (for example, smoking a half-pack or less per day for fewer than 10 years) does increase the likelihood of developing a large AAA.","Importance
Abdominal aortic aneurysms are typically defined by an aortic diameter of 3.0 cm or larger. Population-based studies in adults older than 50 years have found that the prevalence of AAA is 3.9% to 7.2% in men and 1.0% to 1.3% in women. It is important to consider potential screening strategies for AAA because most AAAs are asymptomatic until they rupture. Although the risk for rupture varies greatly by aneurysm size, the associated risk for death is as high as 75% to 90%.
Detection
Evidence is adequate that ultrasonography is a safe and accurate screening test for AAA.
Benefits of Detection and Early Treatment
Men Ages 65 to 75 Years Who Have Ever Smoked
Four large, population-based, randomized, controlled trials (RCTs) show that invitation to one-time screening for AAA is associated with reduced AAA-specific mortality in men. This benefit begins 3 years after testing and persists up to 15 years. In addition, risk reduction for AAA rupture and emergency surgery persists up to 10 to 13 years. In the two highest-quality trials, the relative reduction in AAA-specific mortality after 13 years was 42% to 66%. In the largest trial, where prevalence of AAA was approximately 5% in the screened group, screening was associated with an absolute risk reduction in AAA death of 1.4 per 1,000 men.&nbsp; Abdominal aortic aneurysms are most prevalent in men who have ever smoked, occurring in approximately 6% to 7% of this population. This prevalence increases the importance of screening in these men because it maximizes the absolute benefit that could be achieved (that is, it improves the likelihood that men in this group will benefit from screening). Convincing evidence shows that one-time screening for AAA with ultrasonography results in a moderate benefit in men ages 65 to 75 years who have ever smoked.
Men Ages 65 to 75 Years Who Have Never Smoked
Screening men overall reduces AAA-specific death, rupture, and emergency surgery. However, the lower prevalence of AAA in men who have never smoked (approximately 2%) substantially reduces the absolute benefit (that is, it greatly lowers the probability that men in this group will benefit from screening). Adequate evidence shows that one-time screening for AAA with ultrasonography results in a small benefit in men ages 65 to 75 years who have never smoked.
Women Ages 65 to 75 Years Who Have Ever Smoked
Only one RCT on screening for AAA included women. It detected no difference in the rate of AAA rupture, AAA-specific mortality, or all-cause mortality between women invited for screening and the control group. However, the trial was ultimately underpowered to detect differences in health outcomes by sex; as such, the results do not rule out the possibility of a small benefit of screening in this population. Women age 70 years who have ever smoked have a relatively low prevalence of AAA (approximately 0.8% overall and about 2% for current smokers). Evidence is inadequate to conclude whether one-time screening for AAA with ultrasonography is beneficial in women ages 65 to 75 years who have ever smoked.
Women Who Have Never Smoked
The prevalence of AAA in women who have never smoked is low (0.03% to 0.60% in women ages 50 to 79 years). The evidence also shows no apparent benefit of screening for AAA in women. The USPSTF therefore concludes that adequate evidence shows that the absolute benefit of one-time screening for AAA with ultrasonography in women who have never smoked can effectively be bounded at none or almost none.
Harms of Detection and Early Treatment
In the available trials, groups invited to screening were approximately twice as likely as control groups to have any AAA surgery within 3 to 5 years, predominantly driven by an increase in elective surgeries. More than 90% of AAAs identified by screening were below the 5.5-cm threshold for immediate repair. Detecting smaller AAAs generally leads to long-term (potentially lifelong) surveillance. A person's risk for death related to elective surgery for AAA is lower than that for death related to emergency surgery for AAA rupture. However, the increase in the overall rates of detection and surgery in the screening groups still potentially represents a harm. A proportion of AAAs will never rupture because they do not advance to conditions for the rupture to appear or because a person dies of a competing cause. The exact extent of overdiagnosis and overtreatment is difficult to estimate. One study from Massachusetts General Hospital reviewed 24,000 consecutive autopsies between 1952 and 1975 and found that 75% of the 473 patients who died with an undetected or unoperated AAA had a cause of death not related to the AAA (41% of AAAs were &gt;5.1 cm in diameter). Given that even elective treatment of AAA is associated with some risk for perioperative mortality, overtreatment is an important issue to consider when deciding whether to screen for this condition. One study reported that women had a higher risk for death related to AAA surgery than men; death rates of women and men were approximately 7% versus 5% for open repair and 2% versus 1% for endovascular repair, respectively. Evidence is limited and conflicting about the effect of screening for AAA on quality of life or psychological status (for example, anxiety). Convincing evidence shows that the harms associated with one-time screening for AAA with ultrasonography are at least small in all populations and potentially higher in women because of their higher risk for operative mortality.
USPSTF Assessment
The USPSTF concludes with high certainty that screening for AAA with ultrasonography in men ages 65 to 75 years who have ever smoked has a moderate net benefit. The USPSTF concludes with moderate certainty that screening for AAA with ultrasonography in men ages 65 to 75 years who have never smoked has a small net benefit. The USPSTF concludes that the evidence is insufficient to determine the balance of benefits and harms of screening for AAA in women ages 65 to 75 years who have ever smoked. The USPSTF concludes with moderate certainty that the harms of screening for AAA outweigh any potential benefits in women who have never smoked.",None,None
236,Alcohol Misuse: Screening and Behavioral Counseling Interventions in Primary Care -- Adults,B,1,men and women,18,100,The USPSTF recommends that clinicians screen adults aged 18 years or older for alcohol misuse and provide persons engaged in risky or hazardous drinking with brief behavioral counseling interventions to reduce alcohol misuse.&nbsp,None,None,127,186,187,0,None,None,"Importance
The USPSTF uses the term &ldquo;alcohol misuse&rdquo; to define a spectrum of behaviors, including risky or hazardous alcohol use (for example, harmful alcohol use and alcohol abuse or dependence). Risky or hazardous alcohol use means drinking more than the recommended daily, weekly, or per-occasion amounts resulting in increased risk for health consequences. For example, the National Institute on Alcohol Abuse and Alcoholism (NIAAA) and the U.S. Department of Agriculture define &ldquo;risky use&rdquo; as consuming more than 4 drinks on any day or 14 drinks per week for men, or more than 3 drinks on any day or 7 drinks per week for women (as well as any level of consumption under certain circumstances). &ldquo;Harmful alcohol use&rdquo; (defined by the International Statistical Classification of Diseases and Related Health Problems, Tenth Revision) is a pattern of drinking that causes damage to physical or mental health. &ldquo;Alcohol abuse&rdquo; (defined by the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition) is drinking that leads an individual to recurrently fail in major home, work, or school responsibilities; use alcohol in physically hazardous situations (such as while operating heavy machinery); or have alcohol-related legal or social problems. &ldquo;Alcohol dependence&rdquo; (or alcoholism) (defined by the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition) includes physical cravings and withdrawal symptoms, frequent consumption of alcohol in larger amounts than intended over longer periods, and a need for markedly increased amounts of alcohol to achieve intoxication.An estimated 30% of the U.S. population is affected by alcohol misuse, and most of these persons engage in risky use. More than 85,000 deaths per year are attributable to alcohol misuse; it is the estimated third leading cause of preventable deaths in the United States.
Detection
The USPSTF found adequate evidence that numerous screening instruments can detect alcohol misuse in adults with acceptable sensitivity and specificity.
Benefits of Detection and Behavioral Counseling Interventions
The USPSTF found adequate evidence that brief behavioral counseling interventions are effective in reducing heavy drinking episodes in adults engaging in risky or hazardous drinking. These interventions also reduce weekly alcohol consumption rates and increase adherence to recommended drinking limits. Direct evidence about the effectiveness of brief behavioral counseling interventions in pregnant women engaging in alcohol use is more limited. However, studies in the general adult population show that such interventions reduce alcohol consumption and increase adherence to recommended drinking limits among women of childbearing age.The USPSTF found insufficient evidence on the effect of screening for alcohol misuse and brief behavioral counseling interventions on outcomes in adolescents.
Harms of Detection and Behavioral Counseling Interventions
There are minimal data to assess the magnitude of harms of screening for alcohol misuse or of consequent brief behavioral counseling interventions in any population. However, no studies have identified direct evidence of harms. Thus, given the noninvasive nature of the screening process and behavioral counseling interventions, the related harms are probably small to none.
USPSTF Assessment
The USPSTF concludes with moderate certainty that there is a moderate net benefit to screening for alcohol misuse and brief behavioral counseling interventions in the primary care setting for adults aged 18 years or older. The evidence on screening for alcohol misuse and brief behavioral counseling interventions in the primary care setting for adolescents is insufficient, and the balance of benefits and harms cannot be determined.",None
276,Aspirin Use for the Prevention of Morbidity and Mortality from Preeclampsia: Preventive Medication--Pregnant Women who are at High Risk for Preeclampsia,B,1,female,15,49,The USPSTF recommends the use of low-dose aspirin (81 mg/d) as preventive medication after 12 weeks of gestation in women who are at high risk for preeclampsia.,Use of low-dose aspirin was initiated between 12 and 28 weeks of gestation. Evidence did not suggest additional benefit when use of aspirin was started earlier (12 to 16 weeks) rather than later (&ge,Pregnant,148,148,237,238,None,None,"Importance
Preeclampsia is one of the most serious health problems affecting pregnant women. It is a complication in 2% to 8% of pregnancies worldwide and contributes to both maternal and infant morbidity and mortality. Preeclampsia also accounts for 15% of preterm births in the United States. The disorder is defined by the onset of hypertension (blood pressure &ge;140/90 mm Hg) and proteinuria (&ge;0.3 g of protein in the urine within a 24-hour period) during the second half of pregnancy (&gt;20 weeks). In the absence of proteinuria, preeclampsia is classified as hypertension with any of the following: thrombocytopenia, impaired liver function, renal insufficiency, pulmonary edema, or cerebral or visual disturbances.
Recognition of Risk Status
Important risk factors for preeclampsia include history of preeclampsia (including early-onset preeclampsia), intrauterine growth restriction (IUGR), or preterm birth; placental abruption or fetal death; maternal comorbid conditions (including type 1 or 2 pregestational diabetes, chronic hypertension, renal disease, and autoimmune diseases); and multifetal gestation.Predictive models that combine risk factors to identify women at risk for preeclampsia, such as serum biomarkers, uterine artery Doppler ultrasonography, and clinical history and measures, are in development. None have yet shown sufficient accuracy for clinical use.
Benefits of Preventive Medication
The USPSTF found adequate evidence of a reduction in risk for preeclampsia, preterm birth, and IUGR in women at increased risk for preeclampsia who received low-dose aspirin, thus demonstrating substantial benefit. Low-dose aspirin (range, 60 to 150 mg/d) reduced the risk for preeclampsia by 24% in clinical trials and reduced the risk for preterm birth by 14% and IUGR by 20%.
Harms of Preventive Medication
The USPSTF found adequate evidence that low-dose aspirin as preventive medication does not increase the risk for placental abruption, postpartum hemorrhage, or fetal intracranial bleeding. In a meta-analysis of randomized, controlled trials (RCTs) and observational studies of women at low/average or increased risk for preeclampsia, there was no significantly increased risk for these adverse events. In addition, there was no difference in the risk for placental abruption by aspirin dosage.The USPSTF also found adequate evidence that low-dose aspirin as preventive medication in women at increased risk for preeclampsia does not increase the risk for perinatal mortality. Evidence on long-term outcomes in offspring exposed in utero to low-dose aspirin is limited, but no developmental harms were identified by 18 months of age in the one study reviewed.The USPSTF concludes that the harms of low-dose aspirin in pregnancy are no greater than small.
USPSTF Assessment
The USPSTF concludes with moderate certainty that there is a substantial net benefit of daily low-dose aspirin use to reduce the risk for preeclampsia, preterm birth, and IUGR in women at high risk for preeclampsia.",None
303,Aspirin Use to Prevent CVD and CRC: Preventive Medication Adults aged 50 to 59 years with a &ge,B,1,men and women,1,50,59,"The USPSTF recommends initiating low-dose aspirin use for the primary prevention of cardiovascular disease (CVD) and colorectal cancer (CRC) in adults aged 50 to 59 years who have a 10% or greater 10-year CVD risk, are not at increased risk for bleeding, have a life expectancy of at least 10 years, and are willing to take low-dose aspirin daily for at least 10 years.",Other,163,163,274,275,None,"Risk assessment for CVD should include ascertainment of the following risk factors: age, sex, race/ethnicity, total cholesterol level, high-density lipoprotein cholesterol level, systolic blood pressure, hypertension treatment, diabetes, and smoking. An online version of the ACC/AHA risk calculator can be found at http://tools.acc.org/ASCVD-Risk-Estimator/.Risk factors for gastrointestinal (GI) bleeding with aspirin use include higher dose and longer duration of use, history of GI ulcers or upper GI pain, bleeding disorders, renal failure, severe liver disease, and thrombocytopenia. Other factors that increase risk for GI or intracranial bleeding with low-dose aspirin use include concurrent anticoagulation or nonsteroidal anti-inflammatory drug (NSAID) use, uncontrolled hypertension, male sex, and older age.4,&nbsp;5This recommendation applies to adults who are at increased CVD risk and at average risk for CRC. Persons who are at increased CVD risk and are known to be at increased risk for CRC (for example, persons with a family or personal history of CRC or familial adenomatous polyposis)6 should consult their health care provider.",None,None
252,"BRCA-Related Cancer: Risk Assessment, Genetic Counseling, &amp; Genetic Testing -- Women at Increased Risk",B,1,female,18,100,"The USPSTF recommends that primary care providers screen women who have family members with breast, ovarian, tubal, or peritoneal cancer with 1 of several screening tools designed to identify a family history that may be associated with an increased risk for potentially harmful mutations in breast cancer susceptibility genes (BRCA1 or BRCA2). Women with positive screening results should receive genetic counseling and, if indicated after counseling, BRCA testing.","Consideration of screening for potentially harmful BRCA mutations should begin once women have reached the age of consent (18 years). Primary care providers should periodically assess all patients for changes in family history (for example, comprehensive review at least every 5 to 10 years).",None,134,202,203,0,"Mutations in the BRCA genes cluster in families, exhibiting an autosomal dominant pattern of transmission in maternal or paternal lineage. During standard elicitation of family history information from patients, primary care providers should ask about specific types of cancer, primary cancer sites, which family members were affected, relatives with multiple types of primary cancer, and the age at diagnosis and sex of affected family members.For women who have at least 1 family member with breast, ovarian, or other types of BRCA-related cancer, primary care providers may use 1 of several brief familial risk stratification tools to determine the need for in-depth genetic counseling. Although several risk tools are available, the tools evaluated by the USPSTF include the Ontario Family History Assessment Tool (Table 1), Manchester Scoring System (Table 2), Referral Screening Tool (Table 3), Pedigree Assessment Tool (Table 4), and FHS-7 (Table 5). The Referral Screening Tool (available at www.breastcancergenescreen.org) and FHS-7 are the simplest and quickest to administer. All of these tools seem to be clinically useful predictors of which women should be referred for genetic counseling due to increased risk for potentially harmful BRCA mutations (most sensitivity estimates were &gt;85%), although some models have been evaluated in only 1 study. To determine which patients would benefit from BRCA risk assessment, primary care providers should not use general breast cancer risk assessment models (for example, the National Cancer Institute Breast Cancer Risk Assessment Tool, which is based on the Gail model) because they are not designed to determine which women should receive genetic counseling or BRCA testing. In general, these tools elicit information about factors that are associated with increased likelihood of BRCA mutations. Family history factors associated with increased likelihood of potentially harmful BRCA mutations include breast cancer diagnosis before age 50 years, bilateral breast cancer, presence of breast and ovarian cancer, presence of breast cancer in 1 or more male family members, multiple cases of breast cancer in the family, 1 or more family members with 2 primary types of BRCA-related cancer, and Ashkenazi Jewish ethnicity. The USPSTF recognizes that each risk assessment tool has limitations and found insufficient comparative evidence to recommend one tool over another. The USPSTF also found insufficient evidence to support a specific risk threshold for referral for testing.","Importance
The cancer types related to potentially harmful mutations of the BRCA genes are predominantly breast, ovarian, and fallopian tube cancer, although other types are also associated. In the general population, 12.3% of women will develop breast cancer during their lifetime and 2.74% will die of the disease, whereas 1.4% of women will develop ovarian cancer and 1.0% will die of the disease. A woman's risk for breast cancer increases to 45% to 65% by age 70 years if there are clinically significant mutations in either BRCA gene. Mutations in the BRCA1 gene increase ovarian cancer risk to 39% by age 70 years, and BRCA2 mutations increase ovarian cancer risk to 10% to 17% by age 70 years. In the general population, these mutations occur in an estimated 1 in 300 to 500 women (0.2% to 0.3%). In a meta-analysis conducted for the USPSTF, the combined prevalence of BRCA1 and BRCA2mutations was 2.1% in a general population of Ashkenazi Jewish women.
Detection of Potentially Harmful BRCA Mutations
Genetic risk assessment and BRCA mutation testing is generally a multistep process involving identification of individuals who may be at increased risk for potentially harmful mutations, followed by genetic counseling from suitably trained health care providers and genetic testing of selected high-risk individuals when indicated. Several familial risk stratification tools are clinically useful for selecting patients who should be offered genetic counseling to further determine their candidacy for possible BRCA mutation testing.
Benefits of Testing for Potentially Harmful Mutations
For women whose family history is associated with an increased risk for potentially harmful mutations in the BRCA1 or BRCA2 genes, adequate evidence suggests that the benefits of testing for potentially harmful BRCA mutations are moderate. For women whose family history is not associated with an increased risk for potentially harmful mutations in the BRCA1 or BRCA2genes, there is adequate evidence that the benefits of testing for potentially harmful BRCA mutations are few to none.
Harms of Detection of Potentially Harmful BRCA Mutations and Early Intervention and Treatment
Adequate evidence suggests that the overall harms of detection of and early intervention for potentially harmful BRCA mutations are small to moderate.
USPSTF Assessment
For women whose family history is associated with an increased risk for potentially harmful mutations in the BRCA1 or BRCA2 genes, there is moderate certainty that the net benefit of testing for potentially harmful BRCA mutations and early intervention is moderate. For women whose family history is not associated with an increased risk for potentially harmful mutations in the BRCA1 or BRCA2 genes, there is moderate certainty that the net benefit of testing for potentially harmful BRCA mutations and early intervention ranges from minimal to potentially harmful.",None,None
250,Breast Cancer: Preventive Medications -- Women At Increased Risk,B,1,female,35,100,"The USPSTF recommends that clinicians engage in shared, informed decision making with women who are at increased risk for breast cancer about medications to reduce their risk. For women who are at increased risk for breast cancer and at low risk for adverse medication effects, clinicians should offer to prescribe risk-reducing medications, such as tamoxifen or raloxifene.",None,Other,133,200,201,0,"Assessment of Breast Cancer Risk
If a family history of breast cancer or a personal history of breast biopsy is found during the usual patient assessment, clinicians may consider further evaluation using a breast cancer risk assessment tool. Risk assessment tools specifically for family history of breast cancer are available elsewhere (www.uspreventiveservicestaskforce.org). The National Cancer Institute has developed a Breast Cancer Risk Assessment Tool (available at www.cancer.gov/bcrisktool) that is based on the Gail model and estimates the 5-year incidence of invasive breast cancer in women on the basis of characteristics entered into a risk calculator. This tool helps identify women who may be at increased risk for the disease. Other risk assessment models have been developed by the Breast Cancer Surveillance Consortium (BCSC), Rosner and Colditz, Chlebowski, Tyrer and Cuzick, and others. Examples of risk factors elicited by risk assessment tools include patient age, race or ethnicity, age at menarche, age at first live childbirth, personal history of DCIS or LCIS, number of first-degree relatives with breast cancer, personal history of breast biopsy, body mass index, menopause status or age, breast density, estrogen and progestin use, smoking, alcohol use, physical activity, and diet. These models are not recommended for use in women with a personal history of breast cancer, a history of radiation treatment to the chest, or a possible family history of mutations in the BRCA1 or BRCA2 genes. Only a small fraction of women are at increased risk for breast cancer. Most who are at increased risk will not develop the disease, and most cases will arise in women who are not identified as being at increased risk. Risk assessment should be repeated when there is a significant change in breast cancer risk factors. There is no single cutoff for defining increased risk. Most clinical trials defined increased risk as a 5-year risk for invasive breast cancer of 1.66% or greater, as determined by the BCPT (Breast Cancer Prevention Trial). At this cutoff, however, many women would not have a net benefit from risk-reducing medications. Freedman and colleagues developed risk tables that incorporate the BCPT estimate of a woman's breast cancer risk as well as her age, race or ethnicity, and presence of uterus. On the basis of the Freedman risk&ndash;benefit tables for women aged 50 years or older (Figures 2 to 5), the USPSTF concludes that many women with an estimated 5-year breast cancer risk of 3% or greater are likely to have more benefit than harm from using tamoxifen or raloxifene, although the balance depends on age, race or ethnicity, the medication used, and whether the patient has a uterus.
Assessment of Risk for Adverse Effects
In general, women taking medications for breast cancer risk reduction are less likely to experience a VTE if they are younger and have no other predisposition to thromboembolic events. Women with a personal or family history of venous thromboembolism are at higher risk for these adverse effects. Women without a uterus are not at risk for tamoxifen-related endometrial cancer. Women with a uterus should have a baseline gynecologic examination prior to starting tamoxifen, with regular followup after the end of treatment.","Importance
Breast cancer is the most common nonskin cancer in women. An estimated 232,340 new cases will be diagnosed in 2013, and 39,620 women will die of the disease. In the United States, mortality rates are highest among African American women. Screening for breast cancer may allow for early detection but does not prevent the development of the disease.Tamoxifen and raloxifene are selective estrogen receptor modulators that have been shown in randomized, controlled trials to reduce the risk for estrogen receptor (ER)&ndash;positive breast cancer. They have been approved by the U.S. Food and Drug Administration (FDA) for this indication.
Assessment of Breast Cancer Risk Status
Important risk factors for breast cancer include increasing age, family history of breast or ovarian cancer (especially among first-degree relatives and onset before age 50 years), history of atypical hyperplasia or other nonmalignant high-risk breast lesions, previous breast biopsy, and extremely dense breast tissue. A history of these or other risk factors (see the Clinical Considerations) may prompt clinicians to conduct a formal breast cancer risk assessment.Available risk assessment models can accurately estimate the number of breast cancer cases that may arise in certain study populations, but their ability to accurately predict which women will (and will not) develop the disease is modest. Only a small fraction of women are at increased risk for breast cancer; moreover, only a subset of those women will derive benefit from risk-reducing medications.Information about the validity, feasibility, and effect of using risk assessment models to identify appropriate candidates for risk-reducing medications in primary care settings is limited.
Potential Benefits of Medications for Breast Cancer Risk Reduction
The USPSTF found adequate evidence that treatment with tamoxifen or raloxifene can significantly reduce the relative risk (RR) for invasive ER-positive breast cancer in postmenopausal women who are at increased risk for breast cancer. A systematic review of clinical trials found that tamoxifen and raloxifene reduced the incidence of invasive breast cancer by 7 to 9 events per 1000 women over 5 years and that tamoxifen reduced breast cancer incidence more than raloxifene (Table). Tamoxifen also reduces the incidence of invasive breast cancer in premenopausal women who are at increased risk for the disease. Women who are at increased risk for breast cancer are more likely to benefit from risk-reducing medications. In general, women with an estimated 5-year risk of 3% or greater are, on the basis of model estimates (Figures 2 to 5), more likely to benefit from tamoxifen or raloxifene. The USPSTF found that the benefits of tamoxifen and raloxifene for breast cancer risk reduction are no greater than small in women who are not at increased risk for the disease.In addition to breast cancer risk reduction, the USPSTF found adequate evidence that tamoxifen and raloxifene reduce the risk for nonvertebral or vertebral fractures, respectively, in postmenopausal women.
Potential Harms of Medications for Breast Cancer Risk Reduction
The USPSTF found adequate evidence that tamoxifen and raloxifene increase risk for venous thromboembolic events (VTEs) by 4 to 7 events per 1000 women over 5 years and that tamoxifen increases risk more than raloxifene (Table). The USPSTF found that potential harms from thromboembolic events are small to moderate, with increased potential for harms in older women.The USPSTF also found adequate evidence that tamoxifen but not raloxifene increases risk for endometrial cancer (4 more cases per 1000 women). Potential harms from tamoxifen-related endometrial cancer are small to moderate and depend on hysterectomy status and age. The potential risks for tamoxifen-related harms are higher in women older than 50 years and in women with a uterus. Tamoxifen may also increase the incidence of cataracts.Vasomotor symptoms (hot flashes) are a common adverse effect of both medications that is not typically classified as serious, but these symptoms may affect a patient's quality of life and willingness to use or adhere to these medications.
USPSTF Assessment
The USPSTF concludes with moderate certainty that there is a moderate net benefit from use of tamoxifen and raloxifene to reduce the incidence of invasive breast cancer in women who are at increased risk for the disease. The USPSTF concludes with moderate certainty that the potential harms of tamoxifen and raloxifene outweigh the potential benefits for breast cancer risk reduction in women who are not at increased risk for the disease.",None,None
